champion,pick_count,win_count,win_rate,avg_kills,avg_deaths,avg_assists,pick_rate
Rumble,3,2,0.6666666666666666,2.3333333333333335,2.6666666666666665,6,0.3
K'Sante,2,1,0.5,4,3.5,8,0.2
Yorick,2,0,0,2,4.5,2.5,0.2
Ambessa,1,0,0,5,2,3,0.1
Jayce,1,0,0,1,5,2,0.1
Olaf,1,0,0,5,5,3,0.1
