champion,pick_count,win_count,win_rate,avg_kills,avg_deaths,avg_assists,pick_rate
Ahri,3,2,0.6666666666666666,2,2,9.333333333333334,0.375
Akali,1,0,0,5,0,5,0.125
Annie,1,1,1,10,2,12,0.125
Galio,1,0,0,0,5,2,0.125
Ryze,1,0,0,1,5,5,0.125
Taliyah,1,0,0,2,4,5,0.125
